Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group
1279,SOUTHERN HILLS CHRISTIAN COLLEGE,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,-32.1816559,116.0483177,08 9497 1751,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
4121,SOUTHERN RIVER COLLEGE,SOUTHERN RIVER ROAD,GOSNELLS,WA,6110,SOUTHERN RIVER ROAD,GOSNELLS,WA,6110,-32.08559751,115.979918,08 9391 6500,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS
5568,SOUTHWELL PRIMARY SCHOOL,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,-32.09025841,115.7850833,08 9236 9400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
1449,SOWILO COMMUNITY HIGH SCHOOL,"UNIT 1/2, 203 RAILWAY AVENUE",KELMSCOTT,WA,6111,"UNIT 1/2, 203 RAILWAY AVENUE",KELMSCOTT,WA,6111,-32.13104805,116.0098146,08 9390 1995,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5673,SPEARWOOD ALTERNATIVE SCHOOL,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,-32.10779115,115.7843999,08 9414 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5421,SPEARWOOD PRIMARY SCHOOL,73 GERALD STREET,SPEARWOOD,WA,6163,73 GERALD STREET,SPEARWOOD,WA,6163,-32.10148403,115.7865958,08 9414 2300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
6085,SPENCER PARK EDUCATION SUPPORT CENTRE,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554419,117.9018778,08 6821 3050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT
5422,SPENCER PARK PRIMARY SCHOOL,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554418,117.9018779,08 6821 3000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS
5825,SPRING HILL PRIMARY SCHOOL,50 SPRING HILL STREET,TAPPING,WA,6065,50 SPRING HILL STREET,TAPPING,WA,6065,-31.7226147,115.7932625,08 6207 3800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
8126,SPRING ROAD COMMUNITY KINDERGARTEN (INC),1A SPRING ROAD,KALAMUNDA,WA,6076,1A SPRING ROAD,KALAMUNDA,WA,6076,-31.97174951,116.0611541,08 9293 3292,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS
5557,SPRINGFIELD PRIMARY SCHOOL,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,-31.79256944,115.7501819,08 9407 3000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
1410,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,60 VICTORSEN PARADE,CLARKSON,WA,6030,60 VICTORSEN PARADE,CLARKSON,WA,6030,-31.68720765,115.7218604,08 6206 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1374,ST ANDREW'S GRAMMAR,2 HELLENIC DRIVE,DIANELLA,WA,6059,2 HELLENIC DRIVE,DIANELLA,WA,6059,-31.87118268,115.8741054,08 9303 3840,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1078,ST ANNE'S SCHOOL,27 YOUNG STREET,HARVEY,WA,6220,27 YOUNG STREET,HARVEY,WA,6220,-33.08300334,115.8913206,08 9782 3300,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1116,ST ANTHONY'S SCHOOL,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,-31.89553184,116.0438926,08 9294 5500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1187,ST ANTHONY'S SCHOOL,7 SERVITE TERRACE,WANNEROO,WA,6065,7 SERVITE TERRACE,WANNEROO,WA,6065,-31.74897887,115.8037982,08 9303 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1165,ST AUGUSTINE'S PRIMARY SCHOOL,34 GLADSTONE ROAD,RIVERVALE,WA,6103,34 GLADSTONE ROAD,RIVERVALE,WA,6103,-31.9598035,115.9062413,08 9260 3200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1004,ST BENEDICT'S SCHOOL,70 ALNESS STREET,APPLECROSS,WA,6153,70 ALNESS STREET,APPLECROSS,WA,6153,-32.018476,115.839433,08 6217 3500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1393,ST BERNADETTE'S CATHOLIC PRIMARY SCHOOL,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,252 GRAND OCEAN BOULEVARD,PORT KENNEDY,WA,6172,-32.36083888,115.7561402,08 9593 4066,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1097,ST BERNARD'S SCHOOL,11 KATANNING ROAD,KOJONUP,WA,6395,11 KATANNING ROAD,KOJONUP,WA,6395,-33.82759512,117.1619039,08 9831 3500,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1103,ST BRIGID'S COLLEGE,200 LESMURDIE ROAD,LESMURDIE,WA,6076,200 LESMURDIE ROAD,LESMURDIE,WA,6076,-31.99663035,116.0520664,08 9290 4200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1115,ST BRIGID'S PRIMARY SCHOOL,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,20 TOODYAY ROAD,MIDDLE SWAN,WA,6056,-31.87563515,116.014347,08 6216 3800,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1047,ST BRIGID'S SCHOOL,205 PRINSEP STREET,COLLIE,WA,6225,205 PRINSEP STREET,COLLIE,WA,6225,-33.3481206,116.1582939,08 9735 9200,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1025,ST BRIGID'S SCHOOL,130 ROE STREET,BRIDGETOWN,WA,6255,130 ROE STREET,BRIDGETOWN,WA,6255,-33.957669,116.140604,08 9764 6100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1159,ST CECILIA'S CATHOLIC PRIMARY SCHOOL,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,35 SUTHERLAND STREET,PORT HEDLAND,WA,6721,-20.30972649,118.6021896,08 9174 7000,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT
1099,ST CLARE'S SCHOOL,14-16 MCCARTNEY CRESCENT,LATHLAIN,WA,6100,14-16 MCCARTNEY CRESCENT,LATHLAIN,WA,6100,-31.9711354,115.9086158,08 6254 7600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1153,ST COLUMBA'S CATHOLIC PRIMARY SCHOOL,30 YORK STREET,SOUTH PERTH,WA,6151,30 YORK STREET,SOUTH PERTH,WA,6151,-31.97839416,115.8600018,08 6436 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1013,ST COLUMBA'S SCHOOL,32 ROBERTS STREET,BAYSWATER,WA,6053,32 ROBERTS STREET,BAYSWATER,WA,6053,-31.922883,115.910649,08 9208 2705,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1461,ST DAMIEN'S CATHOLIC PRIMARY SCHOOL,1 NYABING PASS,DAWESVILLE,WA,6211,1 NYABING PASS,DAWESVILLE,WA,6211,-32.62651453,115.6313815,08 9583 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1087,ST DENIS SCHOOL,2 ORCHID STREET,JOONDANNA,WA,6060,2 ORCHID STREET,JOONDANNA,WA,6060,-31.90973888,115.8443814,08 9242 3422,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1086,ST DOMINIC'S SCHOOL,95 BEATRICE STREET,INNALOO,WA,6018,95 BEATRICE STREET,INNALOO,WA,6018,-31.89441457,115.7909199,08 9449 6900,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1490,ST ELIZABETH'S CATHOLIC PRIMARY SCHOOL,30 RANWORTH DRIVE,HOCKING,WA,6065,30 RANWORTH DRIVE,HOCKING,WA,6065,-31.7719113,115.813336,08 9303 7600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1447,ST EMILIE'S CATHOLIC PRIMARY SCHOOL,151 AMHERST ROAD,CANNING VALE,WA,6155,151 AMHERST ROAD,CANNING VALE,WA,6155,-32.08151946,115.932921,08 9256 9696,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1453,ST FRANCIS OF ASSISI CATHOLIC PRIMARY SCHOOL,1051 CONNOLLY DRIVE,BUTLER,WA,6036,1051 CONNOLLY DRIVE,BUTLER,WA,6036,-31.65368589,115.7121324,08 9562 9500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1257,ST FRANCIS XAVIER PRIMARY SCHOOL,5 MAITLAND STREET,GERALDTON,WA,6530,5 MAITLAND STREET,GERALDTON,WA,6530,-28.77685819,114.6147063,08 9923 5800,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1499,ST FRANCIS' SCHOOL,10 ALLOA ROAD,MADDINGTON,WA,6109,10 ALLOA ROAD,MADDINGTON,WA,6109,-32.04608954,115.9843375,08 9262 4421,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1440,ST GEORGE'S ANGLICAN GRAMMAR SCHOOL,50 WILLIAM STREET,PERTH,WA,6000,50 WILLIAM STREET,PERTH,WA,6000,-31.95409073,115.8570957,08 9312 0800,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1011,ST GERARD'S CATHOLIC PRIMARY SCHOOL,31 CHANGTON WAY,WESTMINSTER,WA,6061,31 CHANGTON WAY,WESTMINSTER,WA,6061,-31.869729,115.848544,08 6241 8500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1425,ST HELENA'S CATHOLIC PRIMARY SCHOOL,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,55 FORTESCUE PLACE,ELLENBROOK,WA,6069,-31.79237522,115.9760116,08 9297 7500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1122,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,BAY VIEW TERRACE,MOSMAN PARK,WA,6012,-32.005047,115.767812,08 9285 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1493,ST JAMES' ANGLICAN SCHOOL,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,2 GRACEFUL BOULEVARD,ALKIMOS,WA,6038,-31.618541,115.68637,08 6336 8330,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1169,ST JEROME'S PRIMARY SCHOOL,38 TROODE STREET,LAKE COOGEE,WA,6166,38 TROODE STREET,LAKE COOGEE,WA,6166,-32.121502,115.782659,08 9499 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1480,ST JOHN BOSCO COLLEGE,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,170 MONTICELLO PARKWAY,PIARA WATERS,WA,6112,-32.14606715,115.9288773,08 9234 9600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1458,ST JOHN PAUL II CATHOLIC PRIMARY SCHOOL,6 KURRAJONG BOULEVARD,BANKSIA GROVE,WA,6031,6 KURRAJONG BOULEVARD,BANKSIA GROVE,WA,6031,-31.69517618,115.8054016,08 9303 7101,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1206,ST JOHN'S SCHOOL,12 TAMAR STREET,RANGEWAY,WA,6530,12 TAMAR STREET,RANGEWAY,WA,6530,-28.78351925,114.626735,08 9920 0100,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1166,ST JOHN'S SCHOOL,21 LALOR STREET,SCARBOROUGH,WA,6019,21 LALOR STREET,SCARBOROUGH,WA,6019,-31.89350925,115.7669125,08 9203 3000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1158,ST JOSEPH'S CATHOLIC PRIMARY SCHOOL,46 GEORGE STREET,PINJARRA,WA,6208,46 GEORGE STREET,PINJARRA,WA,6208,-32.6307843,115.8733555,08 9530 5500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1002,ST JOSEPH'S COLLEGE,MARTIN ROAD,ALBANY,WA,6330,MARTIN ROAD,ALBANY,WA,6330,-34.997944,117.902192,08 9844 0222,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1030,ST JOSEPH'S PRIMARY SCHOOL,PARADE ROAD,BUNBURY,WA,6230,PARADE ROAD,BUNBURY,WA,6230,-33.37377642,115.6330822,08 9796 8100,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1118,ST JOSEPH'S SCHOOL,KINTORE STREET,MOORA,WA,6510,KINTORE STREET,MOORA,WA,6510,-30.64061007,116.001419,08 9690 8888,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT
1200,ST JOSEPH'S SCHOOL,ST PETER'S WAY,WYNDHAM,WA,6740,ST PETER'S WAY,WYNDHAM,WA,6740,-15.48554463,128.1247657,08 9161 1021,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT
1168,ST JOSEPH'S SCHOOL,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,51 ALTAIR STREET,SOUTHERN CROSS,WA,6426,-31.22952336,119.3250078,08 9049 2100,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT
1145,ST JOSEPH'S SCHOOL,GUPPY STREET,PEMBERTON,WA,6260,GUPPY STREET,PEMBERTON,WA,6260,-34.44616935,116.0353768,08 9776 1180,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1139,ST JOSEPH'S SCHOOL,1 LANCE STREET,NORTHAM,WA,6401,1 LANCE STREET,NORTHAM,WA,6401,-31.65767596,116.6782822,08 9621 3500,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT
1023,ST JOSEPH'S SCHOOL,240 BURT STREET,BOULDER,WA,6432,240 BURT STREET,BOULDER,WA,6432,-30.782918,121.47335,08 9093 2351,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT
1188,ST JOSEPH'S SCHOOL,MILLAR STREET,WAROONA,WA,6215,MILLAR STREET,WAROONA,WA,6215,-32.84466984,115.922516,08 9782 6500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1098,ST JOSEPH'S SCHOOL,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,970 COOLIBAH DRIVE,KUNUNURRA,WA,6743,-15.76988667,128.7328237,08 9168 1079,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT
1161,ST JOSEPH'S SCHOOL,140 RAILWAY PARADE,QUEENS PARK,WA,6107,140 RAILWAY PARADE,QUEENS PARK,WA,6107,-32.00565787,115.9387308,08 9251 0500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1263,ST JUDE'S CATHOLIC SCHOOL,17 BARNSTON WAY,LANGFORD,WA,6147,17 BARNSTON WAY,LANGFORD,WA,6147,-32.04434722,115.9351485,08 6350 2500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1177,ST KIERAN CATHOLIC PRIMARY SCHOOL,116 TYLER STREET,TUART HILL,WA,6060,116 TYLER STREET,TUART HILL,WA,6060,-31.90272667,115.8315419,08 6383 2600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1010,ST LAWRENCE PRIMARY SCHOOL,386 ALBERT STREET,BALCATTA,WA,6021,386 ALBERT STREET,BALCATTA,WA,6021,-31.879112,115.827758,08 9344 4944,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1022,ST LAWRENCE'S PRIMARY SCHOOL,350 CHAPMAN ROAD,GERALDTON,WA,6530,350 CHAPMAN ROAD,GERALDTON,WA,6530,-28.744657,114.622509,08 9968 2000,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1355,ST LUKE'S CATHOLIC PRIMARY SCHOOL,17 DUFFY TERRACE,WOODVALE,WA,6026,17 DUFFY TERRACE,WOODVALE,WA,6026,-31.80201996,115.8054599,08 9306 6600,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1335,ST LUKE'S COLLEGE,ROSEMARY ROAD,KARRATHA,WA,6714,ROSEMARY ROAD,KARRATHA,WA,6714,-20.75172597,116.8174458,08 9144 1081,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT
1163,ST MARIA GORETTI'S CATHOLIC SCHOOL,64 MORRISON STREET,REDCLIFFE,WA,6104,64 MORRISON STREET,REDCLIFFE,WA,6104,-31.93908153,115.943776,08 6279 2000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1325,ST MARK'S ANGLICAN COMMUNITY SCHOOL,20 ST MARKS DRIVE,HILLARYS,WA,6025,20 ST MARKS DRIVE,HILLARYS,WA,6025,-31.79848743,115.7428728,08 9403 1300,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1528,ST MARTIN DE PORRES SCHOOL,8 DE PLEDGE WAY,CABLE BEACH,WA,6725,8 DE PLEDGE WAY,CABLE BEACH,WA,6725,-17.95696068,122.2181097,08 9195 4200,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT
1394,ST MARY MACKILLOP COLLEGE,COLLEGE AVENUE,WEST BUSSELTON,WA,6280,COLLEGE AVENUE,WEST BUSSELTON,WA,6280,-33.66260748,115.3302509,08 9752 7400,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1038,ST MARY STAR OF THE SEA COLLEGE,JOHNSTON STREET,CARNARVON,WA,6701,JOHNSTON STREET,CARNARVON,WA,6701,-24.88555971,113.6586924,08 9941 1328,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1157,ST MARY'S ANGLICAN GIRLS' SCHOOL,75 ELLIOTT ROAD,KARRINYUP,WA,6018,75 ELLIOTT ROAD,KARRINYUP,WA,6018,-31.87697112,115.766244,08 9341 9111,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1387,ST MARY'S CATHOLIC PRIMARY SCHOOL,18 MARY STREET,SOUTH BUNBURY,WA,6230,18 MARY STREET,SOUTH BUNBURY,WA,6230,-33.34321035,115.6449424,08 9726 7500,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1024,ST MARY'S CATHOLIC SCHOOL,KNAPP STREET,BOYUP BROOK,WA,6244,KNAPP STREET,BOYUP BROOK,WA,6244,-33.83782677,116.3858836,08 9765 1333,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1227,ST MARY'S COLLEGE,3 PORT DRIVE,BROOME,WA,6725,3 PORT DRIVE,BROOME,WA,6725,-17.96107323,122.222487,08 9194 9500,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT
1088,ST MARY'S PRIMARY SCHOOL,DUGAN STREET,KALGOORLIE,WA,6433,DUGAN STREET,KALGOORLIE,WA,6433,-30.74327964,121.4718278,08 9092 0900,GOLDFIELDS,NON-GOVT SCHOOLS,NON-GOVERNMENT
1141,ST MARY'S SCHOOL,26 MARY STREET,NORTHAMPTON,WA,6535,26 MARY STREET,NORTHAMPTON,WA,6535,-28.35047262,114.6295977,08 9996 7100,MIDWEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1059,ST MARY'S SCHOOL,30 BENTLEY STREET,DONNYBROOK,WA,6239,30 BENTLEY STREET,DONNYBROOK,WA,6239,-33.57519912,115.818426,08 97324700,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1113,ST MARY'S SCHOOL,37 SOUTH AVENUE,MERREDIN,WA,6415,37 SOUTH AVENUE,MERREDIN,WA,6415,-31.48713246,118.2746675,08 9041 1907,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT
1131,ST MATTHEW'S SCHOOL,9 GLYDE STREET,NARROGIN,WA,6312,9 GLYDE STREET,NARROGIN,WA,6312,-32.93530913,117.1744858,08 9853 9500,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT
1028,ST MICHAEL'S SCHOOL,11-13 SOMMERS ROAD,BRUNSWICK JUNCTION,WA,6224,11-13 SOMMERS ROAD,BRUNSWICK JUNCTION,WA,6224,-33.25458537,115.837794,08 9726 1317,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1012,ST MICHAEL'S SCHOOL,3 JAMES STREET,BASSENDEAN,WA,6054,3 JAMES STREET,BASSENDEAN,WA,6054,-31.905456,115.949922,08 6278 9888,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1073,ST MUNCHIN'S CATHOLIC SCHOOL,1 ISDELL PLACE,GOSNELLS,WA,6110,"PO BOX 172, GOSNELLS  6990",GOSNELLS,WA,6990,-32.08196889,115.9873399,08 9234 7555,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1162,ST NORBERT COLLEGE,135 TREASURE ROAD,QUEENS PARK,WA,6107,135 TREASURE ROAD,QUEENS PARK,WA,6107,-32.00436432,115.9403443,08 9350 5433,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1066,ST PATRICK'S PRIMARY SCHOOL,8 ELLEN STREET,FREMANTLE,WA,6160,8 ELLEN STREET,FREMANTLE,WA,6160,-32.05135647,115.7486458,08 9239 1100,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1094,ST PATRICK'S SCHOOL,AMHERST STREET,KATANNING,WA,6317,AMHERST STREET,KATANNING,WA,6317,-33.689092,117.540217,08 9820 8100,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT
1126,ST PAUL'S PRIMARY SCHOOL,CNR LEAROYD AND ROOKWOOD ST,MOUNT LAWLEY,WA,6050,CNR LEAROYD AND ROOKWOOD ST,MOUNT LAWLEY,WA,6050,-31.92535899,115.8642209,08 9462 6000,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1255,ST PAUL'S PRIMARY SCHOOL,37 WELLARD WAY,KARRATHA,WA,6714,37 WELLARD WAY,KARRATHA,WA,6714,-20.73371058,116.8496741,08 9185 7500,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT
1084,ST PETER'S PRIMARY SCHOOL,103 WOOD STREET,INGLEWOOD,WA,6052,103 WOOD STREET,INGLEWOOD,WA,6052,-31.91205537,115.8849241,08 9338 9900,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1050,ST PIUS X CATHOLIC SCHOOL,CNR LEY ST/CLOISTER AVENUE,MANNING,WA,6152,CNR LEY ST/CLOISTER AVENUE,MANNING,WA,6152,-32.01686406,115.8634264,08 9416 5600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1341,ST SIMON PETER CATHOLIC PRIMARY SCHOOL,18 PRENDIVILLE AVENUE,OCEAN REEF,WA,6027,18 PRENDIVILLE AVENUE,OCEAN REEF,WA,6027,-31.7521962,115.7376881,08 9301 6800,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1309,ST STEPHEN'S SCHOOL,100 DOVERIDGE DRIVE,DUNCRAIG,WA,6023,100 DOVERIDGE DRIVE,DUNCRAIG,WA,6023,-31.8192748,115.7806424,08 9243 2471,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1385,ST THOMAS MORE CATHOLIC PRIMARY SCHOOL,30 WALLCLIFFE ROAD,MARGARET RIVER,WA,6285,30 WALLCLIFFE ROAD,MARGARET RIVER,WA,6285,-33.95314926,115.0688027,08 9757 3544,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT
1044,ST THOMAS' PRIMARY SCHOOL,8 WARDEN STREET,CLAREMONT,WA,6010,8 WARDEN STREET,CLAREMONT,WA,6010,-31.97747472,115.7889843,08 9286 9500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1111,ST VINCENT'S SCHOOL,114 PARMELIA AVENUE,PARMELIA,WA,6167,114 PARMELIA AVENUE,PARMELIA,WA,6167,-32.25275368,115.8260441,08 6173 8600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1224,STAR OF THE SEA PRIMARY SCHOOL,SWINSTONE STREET,ROCKINGHAM,WA,6168,SWINSTONE STREET,ROCKINGHAM,WA,6168,-32.28529599,115.7317146,08 9553 9500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1242,STRELLEY COMMUNITY SCHOOL,WARRALONG STATION,VIA PORT HEDLAND,WA,6721,LOCKED BAG 188,PORT HEDLAND,WA,6721,-20.43710217,118.988487,08 9176 4925,PILBARA,NON-GOVT SCHOOLS,NON-GOVERNMENT
5424,SUBIACO PRIMARY SCHOOL,271 BAGOT ROAD,SUBIACO,WA,6008,271 BAGOT ROAD,SUBIACO,WA,6008,-31.95080163,115.8220433,08 9207 7900,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5813,SUCCESS PRIMARY SCHOOL,390 WENTWORTH PARADE,SUCCESS,WA,6164,390 WENTWORTH PARADE,SUCCESS,WA,6164,-32.1525476,115.8495396,08 6174 2600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
5143,SUTHERLAND DIANELLA PRIMARY SCHOOL,5 SUTHERLAND AVENUE,DIANELLA,WA,6059,5 SUTHERLAND AVENUE,DIANELLA,WA,6059,-31.89361305,115.8646325,08 9268 8600,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
1304,SWAN CHRISTIAN COLLEGE,381 GREAT NORTHERN HIGHWAY,MIDDLE SWAN,WA,6056,381 GREAT NORTHERN HIGHWAY,MIDDLE SWAN,WA,6056,-31.85830659,116.0117533,08 9374 8300,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
1464,SWAN VALLEY ANGLICAN COMMUNITY SCHOOL,50 SWANLEIGH PARADE,AVELEY,WA,6069,50 SWANLEIGH PARADE,AVELEY,WA,6069,-31.79434482,115.9854516,08 9297 9506,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT
5428,SWAN VIEW PRIMARY SCHOOL,380 MORRISON ROAD,SWAN VIEW,WA,6056,380 MORRISON ROAD,SWAN VIEW,WA,6056,-31.88690093,116.0489988,08 9257 0400,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS
