Code,School Name,Street,Suburb,State,Postcode,Postal Street,Postal Suburb,Postal State,Postal Postcode,Latitude,Longitude,Phone,Education Region,Broad Classification,Classification Group,Low Year,High Year,KIN,PPR,Y01,Y02,Y03,Y04,Y05,Y06,Y07,Y08,Y09,Y10,Y11,Y12,Total_Students
6055,ROSEWORTH EDUCATION SUPPORT CENTRE,30 STEBBING WAY,GIRRAWHEEN,WA,6064,30 STEBBING WAY,GIRRAWHEEN,WA,6064,-31.84063994,115.8524975,08 9338 2580,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,10,11,10,11,9,8,2,9,,,,,,,70
5815,ROSEWORTH PRIMARY SCHOOL,30 STEBBING WAY,GIRRAWHEEN,WA,6064,30 STEBBING WAY,GIRRAWHEEN,WA,6064,-31.84063994,115.8524975,08 9338 2540,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,34,38,35,46,36,37,37,38,,,,,,,301
8257,ROSSMOYNE COMMUNITY KINDERGARTEN,48 CENTRAL ROAD,ROSSMOYNE,WA,6148,"C/- ROSSMOYNE PO, CENTRAL ROAD",ROSSMOYNE,WA,6148,-32.03816935,115.8674198,08 9457 1356,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,40,,,,,,,,,,,,,,40
5405,ROSSMOYNE PRIMARY SCHOOL,90 SECOND AVENUE,ROSSMOYNE,WA,6148,90 SECOND AVENUE,ROSSMOYNE,WA,6148,-32.04061087,115.8667422,08 9237 2800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,PPR,Y06,,43,44,52,62,70,50,74,,,,,,,395
4048,ROSSMOYNE SENIOR HIGH SCHOOL,1 KEITH ROAD,ROSSMOYNE,WA,6148,1 KEITH ROAD,ROSSMOYNE,WA,6148,-32.04626472,115.8705457,08 9235 1600,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,431,469,452,451,469,422,"2,694"
5668,ROSTRATA PRIMARY SCHOOL,30 ROSTRATA AVENUE,WILLETTON,WA,6155,30 ROSTRATA AVENUE,WILLETTON,WA,6155,-32.05119357,115.8981793,08 9237 2700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,92,84,113,108,135,150,131,176,,,,,,,989
1071,SACRED HEART CATHOLIC SCHOOL,22 HODDY STREET,GOOMALLING,WA,6460,PO BOX 86,GOOMALLING,WA,6460,-31.30080813,116.8276298,08 9629 1174,WHEATBELT,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,8,7,5,5,6,9,8,7,,,,,,,55
1109,SACRED HEART COLLEGE,15 HOCKING PARADE,SORRENTO,WA,6020,15 HOCKING PARADE,SORRENTO,WA,6020,-31.82737166,115.74657,08 9246 8200,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,256,255,252,251,243,234,"1,491"
1173,SACRED HEART PRIMARY SCHOOL,40 OVENS ROAD,THORNLIE,WA,6108,40 OVENS ROAD,THORNLIE,WA,6108,-32.06789364,115.9565361,08 9251 3000,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,43,50,56,53,53,54,61,58,,,,,,,428
1081,SACRED HEART PRIMARY SCHOOL,40 MARY STREET,HIGHGATE,WA,6003,40 MARY STREET,HIGHGATE,WA,6003,-31.93732021,115.8682173,08 92532501,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,39,30,30,30,31,29,13,24,,,,,,,226
1016,SACRED HEART SCHOOL,BEAGLE BAY COMMUNITY,VIA BROOME,WA,6725,BEAGLE BAY COMMUNITY,VIA BROOME,WA,6725,-16.9746,122.66171,08 9193 4001,KIMBERLEY,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y09,6,10,4,7,4,7,8,9,4,9,2,,,,70
1129,SACRED HEART SCHOOL,200 COOLGARDIE STREET,MUNDARING,WA,6073,200 COOLGARDIE STREET,MUNDARING,WA,6073,-31.90681782,116.1657238,08 9295 1562,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,33,14,14,23,20,20,11,13,,,,,,,148
5407,SAFETY BAY PRIMARY SCHOOL,2 WAIMEA ROAD,SAFETY BAY,WA,6169,2 WAIMEA ROAD,SAFETY BAY,WA,6169,-32.29899323,115.7146933,08 9591 6800,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,77,74,78,53,85,79,72,90,,,,,,,608
4128,SAFETY BAY SENIOR HIGH SCHOOL,80 MALIBU ROAD,SAFETY BAY,WA,6169,PO BOX 6122,WAIKIKI,WA,6169,-32.30328609,115.7409641,08 9528 9200,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,176,225,217,225,219,144,"1,206"
5408,SALMON GUMS PRIMARY SCHOOL,COOLGARDIE-ESPERANCE HIGHWAY,SALMON GUMS,WA,6445,PO BOX 6,SALMON GUMS,WA,6445,-32.984142,121.643353,08 9078 5500,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,2,5,1,3,4,,1,1,,,,,,,17
1456,SALVADO CATHOLIC COLLEGE,115 ABERNETHY ROAD,BYFORD,WA,6122,115 ABERNETHY ROAD,BYFORD,WA,6122,-32.22329713,115.9980619,08 9526 4500,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,77,60,60,59,60,62,64,64,96,93,56,51,,,802
5679,SAMSON PRIMARY SCHOOL,22 LAWRENCE WAY,SAMSON,WA,6163,22 LAWRENCE WAY,SAMSON,WA,6163,-32.07233538,115.8020699,08 9487 9000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,49,46,49,44,39,37,46,,,,,,,350
1019,SANTA CLARA SCHOOL,91 COOLGARDIE STREET,ST JAMES,WA,6102,91 COOLGARDIE STREET,ST JAMES,WA,6102,-32.005938,115.911676,08 9251 0400,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,30,29,28,31,29,26,28,25,,,,,,,226
1008,SANTA MARIA COLLEGE,18 STONEHAM ROAD,ATTADALE,WA,6156,18 STONEHAM ROAD,ATTADALE,WA,6156,-32.018614,115.795823,08 6330 0200,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y05,Y12,,,,,,,97,96,187,196,192,196,196,192,"1,352"
5410,SAWYERS VALLEY PRIMARY SCHOOL,235 SAWYERS ROAD,SAWYERS VALLEY,WA,6074,235 SAWYERS ROAD,SAWYERS VALLEY,WA,6074,-31.90182219,116.2033873,08 9295 9700,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,12,34,29,25,27,17,18,19,,,,,,,181
5529,SCADDAN PRIMARY SCHOOL,KENDALL ROAD,SCADDAN,WA,6447,PO BOX 7,SCADDAN,WA,6447,-33.44992407,121.7332472,08 9075 5100,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,8,6,4,5,5,5,2,6,,,,,,,41
5411,SCARBOROUGH PRIMARY SCHOOL,HINDERWELL STREET,SCARBOROUGH,WA,6019,HINDERWELL STREET,SCARBOROUGH,WA,6019,-31.89699135,115.7670648,08 9222 9200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,45,30,40,30,34,34,32,,,,,,,285
6260,SCHOOL OF HOME EDUCATION,33 GILES AVENUE,PADBURY,WA,6025,33 GILES AVENUE,PADBURY,WA,6025,-31.80560639,115.7622322,UNKNOWN,NORTH METROPOLITAN,Other Education Support,SPECIALIST SERVICES,,,,,,,,,,,,,,,,,
4141,SCHOOL OF ISOLATED AND DISTANCE EDUCATION,164-194 OXFORD STREET,LEEDERVILLE,WA,6007,PO BOX 455,LEEDERVILLE,WA,6903,-31.93553952,115.8419534,08 9311 1400,NORTH METROPOLITAN,Distance Education,K-12 SCHOOLS,KIN,Y12,1,5,12,6,14,9,10,13,23,36,32,49,45,60,315
6200,SCHOOL OF SPECIAL EDUCATIONAL NEEDS: BEHAVIOUR AND ENGAGEMENT,33 GILES AVENUE,PADBURY,WA,6025,"BLOCK G, 33 GILES AVENUE",PADBURY,WA,6025,-31.80560639,115.7622322,08 9402 6200,NORTH METROPOLITAN,Other Education Support,SPECIALIST SERVICES,Y08,Y12,,,,,,,,,,3,8,7,3,1,22
6212,SCHOOL OF SPECIAL EDUCATIONAL NEEDS: SENSORY,33 GILES AVENUE,PADBURY,WA,6025,33 GILES AVENUE,PADBURY,WA,6025,-31.80560639,115.7622322,08 9402 6409,NORTH METROPOLITAN,Other Education Support,SPECIALIST SERVICES,KIN,KIN,105,,,,,,,,,,,,,,105
1171,SCOTCH COLLEGE,76 SHENTON ROAD,SWANBOURNE,WA,6010,76 SHENTON ROAD,SWANBOURNE,WA,6010,-31.98113329,115.7731945,08 9383 6800,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,50,23,23,38,50,56,74,105,184,187,185,186,195,186,"1,542"
5554,SEAFORTH PRIMARY SCHOOL,VERNA STREET,GOSNELLS,WA,6110,VERNA STREET,GOSNELLS,WA,6110,-32.08941297,115.9968236,08 9234 7850,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,32,36,29,24,25,21,28,,,,,,,234
8260,SEAVIEW COMMUNITY KINDERGARTEN,71 BROOME STREET,COTTESLOE,WA,6011,71 BROOME STREET,COTTESLOE,WA,6011,-31.99856948,115.7558017,08 9384 3357,NORTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,28,,,,,,,,,,,,,,28
5761,SECRET HARBOUR PRIMARY SCHOOL,178 MARATEA PARADE,SECRET HARBOUR,WA,6173,178 MARATEA PARADE,SECRET HARBOUR,WA,6173,-32.403582,115.758725,08 9523 3900,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,60,72,79,89,83,87,110,86,,,,,,,666
1530,SEDA COLLEGE WA,PARRY STREET,FREMANTLE,WA,6160,PARRY STREET,FREMANTLE,WA,6160,-32.052107,115.751318,08 9486 6230,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y11,Y12,,,,,,,,,,,,,286,253,539
5415,SERPENTINE PRIMARY SCHOOL,LEFROY STREET,SERPENTINE,WA,6125,LEFROY STREET,SERPENTINE,WA,6125,-32.36550354,115.981389,08 9526 3400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,29,29,23,24,32,25,22,29,,,,,,,213
1178,SERVITE COLLEGE,134 CAPE STREET,TUART HILL,WA,6060,134 CAPE STREET,TUART HILL,WA,6060,-31.90270449,115.8336415,08 9444 6333,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,179,175,177,171,173,135,"1,010"
1368,SETON CATHOLIC COLLEGE,2 MARCHANT ROAD,SAMSON,WA,6163,2 MARCHANT ROAD,SAMSON,WA,6163,-32.07269529,115.7933707,08 9331 9600,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,211,196,191,176,160,142,"1,076"
5796,SETTLERS PRIMARY SCHOOL,118 ARPENTEUR DRIVE,BALDIVIS,WA,6171,118 ARPENTEUR DRIVE,BALDIVIS,WA,6171,-32.34342663,115.8006798,08 9523 5750,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,66,60,81,58,103,85,99,86,,,,,,,638
4165,SEVENOAKS SENIOR COLLEGE,275 SEVENOAKS STREET,CANNINGTON,WA,6107,275 SEVENOAKS STREET,CANNINGTON,WA,6107,-32.01247925,115.9423052,08 6235 7200,SOUTH METROPOLITAN,Senior Colleges,SECONDARY SCHOOLS,Y11,Y12,,,,,,,,,,,,,249,208,457
5418,SHARK BAY SCHOOL,55 FRANCIS ROAD,DENHAM,WA,6537,55 FRANCIS ROAD,DENHAM,WA,6537,-25.92280075,113.5309441,08 9948 0000,MIDWEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y12,6,6,8,7,4,9,8,6,6,,10,2,3,1,76
5579,SHELLEY PRIMARY SCHOOL,MONOTA AVENUE,SHELLEY,WA,6148,MONOTA AVENUE,SHELLEY,WA,6148,-32.03209413,115.8857593,08 9235 1450,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,46,43,46,52,65,67,65,72,,,,,,,456
4168,SHENTON COLLEGE,227 STUBBS TERRACE,SHENTON PARK,WA,6008,227 STUBBS TERRACE,SHENTON PARK,WA,6008,-31.95969986,115.803008,08 9366 9100,NORTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,434,462,473,494,465,510,"2,838"
6158,SHENTON COLLEGE DEAF EDUCATION CENTRE,227 STUBBS TERRACE,SHENTON PARK,WA,6008,227 STUBBS TERRACE,SHENTON PARK,WA,6008,-31.95969986,115.803008,08 9366 9100,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,Y07,Y12,,,,,,,,,3,8,6,6,5,10,38
5860,SHEOAK GROVE PRIMARY SCHOOL,NYILLA APPROACH,BALDIVIS,WA,6171,NYILLA APPROACH,BALDIVIS,WA,6171,-32.323884,115.821923,08 9523 5400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,76,78,74,80,75,69,48,53,,,,,,,553
5867,SHOREHAVEN PRIMARY SCHOOL,91 SHOREHAVEN BOULEVARD,ALKIMOS,WA,6038,91 SHOREHAVEN BOULEVARD,ALKIMOS,WA,6038,-31.60199,115.674697,08 9561 4800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,89,109,97,86,91,83,74,62,,,,,,,691
5736,SINGLETON PRIMARY SCHOOL,NAVAL AVENUE,SINGLETON,WA,6175,PO BOX 7140,SECRET HARBOUR,WA,6173,-32.44002498,115.7579582,08 9583 8850,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,71,77,85,82,83,78,68,77,,,,,,,621
6020,SIR DAVID BRAND SCHOOL,GLICK ROAD,COOLBINIA,WA,6050,GLICK ROAD,COOLBINIA,WA,6050,-31.91464899,115.8597292,08 9462 6500,NORTH METROPOLITAN,Education Support Schools,EDUCATION SUPPORT,KIN,Y12,1,4,4,2,3,3,5,7,3,5,5,9,5,4,60
1423,SMYL COMMUNITY COLLEGE,32 TESLA ROAD,ROCKINGHAM,WA,6168,32 TESLA ROAD,ROCKINGHAM,WA,6168,-32.27298182,115.7542075,08 9550 9400,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y09,Y12,,,,,,,,,,,20,63,82,62,227
5812,SOMERLY PRIMARY SCHOOL,15 SOMERLY DRIVE,CLARKSON,WA,6030,15 SOMERLY DRIVE,CLARKSON,WA,6030,-31.68546051,115.7278576,08 6206 4200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,50,52,60,77,66,54,66,59,,,,,,,484
5523,SORRENTO PRIMARY SCHOOL,14 ELFREDA AVENUE,SORRENTO,WA,6020,14 ELFREDA AVENUE,SORRENTO,WA,6020,-31.83148916,115.7608293,08 9235 4200,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,50,45,64,60,54,65,47,,,,,,,426
6090,SOUTH BALLAJURA EDUCATION SUPPORT CENTRE,2-34 WYPERFELD GARDENS,BALLAJURA,WA,6066,2-34 WYPERFELD GARDENS,BALLAJURA,WA,6066,-31.84972479,115.9102807,08 9207 0150,NORTH METROPOLITAN,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,8,9,16,16,8,10,12,9,,,,,,,88
5734,SOUTH BALLAJURA PRIMARY SCHOOL,2-34 WYPERFELD GARDENS,BALLAJURA,WA,6066,2-34 WYPERFELD GARDENS,BALLAJURA,WA,6066,-31.84972479,115.9102807,08 9207 0100,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,39,46,47,41,39,42,50,,,,,,,341
6070,SOUTH BUNBURY EDUCATION SUPPORT CENTRE,PAISLEY STREET,SOUTH BUNBURY,WA,6230,PAISLEY STREET,BUNBURY,WA,6230,-33.34068153,115.6428274,08 9796 4650,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,3,5,10,8,12,10,9,7,,,,,,,64
5072,SOUTH BUNBURY PRIMARY SCHOOL,19 PROSSER STREET,SOUTH BUNBURY,WA,6230,19 PROSSER STREET,BUNBURY,WA,6230,-33.34068153,115.6428274,08 9796 4600,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,39,43,44,50,56,46,59,40,,,,,,,377
1324,SOUTH COAST BAPTIST COLLEGE,30 GNANGARA DRIVE,WAIKIKI,WA,6169,30 GNANGARA DRIVE,WAIKIKI,WA,6169,-32.31535966,115.7575046,08 9540 4400,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,72,72,72,78,81,83,90,90,131,125,116,125,105,72,"1,312"
5113,SOUTH COOGEE PRIMARY SCHOOL,40 IVANKOVICH AVENUE,BEELIAR,WA,6164,40 IVANKOVICH AVENUE,BEELIAR,WA,6164,-32.12961319,115.7973328,08 6174 1500,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,48,48,48,72,52,67,49,,,,,,,424
6049,SOUTH EAST LANGUAGE DEVELOPMENT CENTRE,276 EPSOM AVENUE,CLOVERDALE,WA,6105,276 EPSOM AVENUE,CLOVERDALE,WA,6105,-31.9507814,115.9466374,08 9473 9600,SOUTH METROPOLITAN,LANGUAGE DEVELOPMENT CENTRES,EDUCATION SUPPORT,KIN,Y03,23,45,73,45,29,,,,,,,,,,215
5807,SOUTH HALLS HEAD PRIMARY SCHOOL,38 KARON VISTA,HALLS HEAD,WA,6210,38 KARON VISTA,HALLS HEAD,WA,6210,-32.56442979,115.6786312,08 9584 6200,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,49,76,71,80,83,89,75,98,,,,,,,621
5553,SOUTH HEDLAND PRIMARY SCHOOL,WEAVER PLACE,SOUTH HEDLAND,WA,6722,WEAVER PLACE,SOUTH HEDLAND,WA,6722,-20.40164145,118.6018711,08 9172 7272,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,31,23,37,36,40,35,31,28,,,,,,,261
5235,SOUTH KALGOORLIE PRIMARY SCHOOL,LIONEL STREET,KALGOORLIE,WA,6430,PO BOX 1671,KALGOORLIE PO,WA,6433,-30.76244847,121.476861,08 9092 5800,GOLDFIELDS,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,30,28,53,35,49,40,35,30,,,,,,,300
5680,SOUTH LAKE PRIMARY SCHOOL,62 MASON COURT,SOUTH LAKE,WA,6164,62 MASON COURT,SOUTH LAKE,WA,6164,-32.10593471,115.8345008,08 9395 3400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,42,38,24,29,39,27,27,,,,,,,266
5593,SOUTH NEWMAN PRIMARY SCHOOL,GREGORY AVENUE,NEWMAN,WA,6753,PO BOX 61,NEWMAN,WA,6753,-23.363209,119.73407,08 9154 3950,PILBARA,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,37,44,59,51,43,37,45,41,,,,,,,357
5700,SOUTH PADBURY PRIMARY SCHOOL,56 WARBURTON AVENUE,PADBURY,WA,6025,56 WARBURTON AVENUE,PADBURY,WA,6025,-31.81230095,115.7644063,08 6206 2250,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,40,47,53,42,50,53,47,56,,,,,,,388
5374,SOUTH PERTH PRIMARY SCHOOL,51 FORREST STREET,SOUTH PERTH,WA,6151,51 FORREST STREET,SOUTH PERTH,WA,6151,-31.9812379,115.8593816,08 9224 9850,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,41,60,55,56,43,50,39,33,,,,,,,377
5423,SOUTH STIRLING PRIMARY SCHOOL,5 STIRLING SCHOOL ROAD,MANYPEAKS,WA,6328,5 STIRLING SCHOOL ROAD,MANYPEAKS,WA,6328,-34.57914966,118.210334,08 9854 0900,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,1,6,1,1,1,3,3,4,,,,,,,20
5590,SOUTH THORNLIE PRIMARY SCHOOL,4-6 OVENS ROAD,THORNLIE,WA,6108,4-6 OVENS ROAD,THORNLIE,WA,6108,-32.06627622,115.959641,08 9232 3600,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,47,44,53,54,48,56,54,64,,,,,,,420
1521,SOUTH WEST COMMUNITY COLLEGE,56 WITTENOOM STREET,BUNBURY,WA,6230,56 WITTENOOM STREET,BUNBURY,WA,6230,-33.3239006,115.6351241,0459 915 803 ,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y10,Y12,,,,,,,,,,,,53,61,56,170
1454,SOUTH WEST JOHN CALVIN CHRISTIAN COLLEGE,2 WIDDESON ROAD,CAPEL,WA,6271,2 WIDDESON ROAD,CAPEL,WA,6271,-33.54326,115.565416,08 9726 2038,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y10,5,9,6,9,4,7,10,5,7,8,5,13,,,88
4099,SOUTHERN CROSS DISTRICT HIGH SCHOOL,ANTARES STREET,SOUTHERN CROSS,WA,6426,ANTARES STREET,SOUTHERN CROSS,WA,6426,-31.23119646,119.3268575,08 9048 9000,WHEATBELT,District High Schools,DISTRICT HIGH SCHOOLS,KIN,Y10,2,4,4,3,5,11,3,7,7,11,4,3,,,64
5856,SOUTHERN GROVE PRIMARY SCHOOL,34 LOCKWAY STREET,SOUTHERN RIVER,WA,6110,34 LOCKWAY STREET,SOUTHERN RIVER,WA,6110,-32.099314,115.959204,08 9234 7700,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,61,59,64,45,76,88,61,63,,,,,,,517
1279,SOUTHERN HILLS CHRISTIAN COLLEGE,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,86 ADMIRAL ROAD,BEDFORDALE,WA,6112,-32.1816559,116.0483177,08 9497 1751,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,55,42,35,33,26,27,30,50,55,49,48,38,32,22,542
4121,SOUTHERN RIVER COLLEGE,SOUTHERN RIVER ROAD,GOSNELLS,WA,6110,SOUTHERN RIVER ROAD,GOSNELLS,WA,6110,-32.08559751,115.979918,08 9391 6500,SOUTH METROPOLITAN,Senior High Schools,SECONDARY SCHOOLS,Y07,Y12,,,,,,,,,194,209,216,222,186,112,"1,139"
5568,SOUTHWELL PRIMARY SCHOOL,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,26 GRANDPRE CRESCENT,HAMILTON HILL,WA,6163,-32.09025841,115.7850833,08 9236 9400,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,7,16,12,8,11,9,11,7,,,,,,,81
1449,SOWILO COMMUNITY HIGH SCHOOL,"UNIT 1/2, 203 RAILWAY AVENUE",KELMSCOTT,WA,6111,"UNIT 1/2, 203 RAILWAY AVENUE",KELMSCOTT,WA,6111,-32.13104805,116.0098146,08 9390 1995,SOUTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,Y07,Y12,,,,,,,,,8,12,15,9,24,22,90
5673,SPEARWOOD ALTERNATIVE SCHOOL,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,370 ROCKINGHAM ROAD,SPEARWOOD,WA,6163,-32.10779115,115.7843999,08 9414 2000,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,10,15,9,13,12,13,12,17,,,,,,,101
5421,SPEARWOOD PRIMARY SCHOOL,73 GERALD STREET,SPEARWOOD,WA,6163,73 GERALD STREET,SPEARWOOD,WA,6163,-32.10148403,115.7865958,08 9414 2300,SOUTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,20,16,13,21,22,18,13,10,,,,,,,133
6085,SPENCER PARK EDUCATION SUPPORT CENTRE,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554419,117.9018778,08 6821 3050,SOUTH WEST,Education Support Centres,EDUCATION SUPPORT,KIN,Y06,9,5,2,8,4,3,8,5,,,,,,,44
5422,SPENCER PARK PRIMARY SCHOOL,26 HARDIE ROAD,SPENCER PARK,WA,6330,26 HARDIE ROAD,SPENCER PARK,WA,6330,-35.00554418,117.9018779,08 6821 3000,SOUTH WEST,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,48,35,43,30,35,23,37,41,,,,,,,292
5825,SPRING HILL PRIMARY SCHOOL,50 SPRING HILL STREET,TAPPING,WA,6065,50 SPRING HILL STREET,TAPPING,WA,6065,-31.7226147,115.7932625,08 6207 3800,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,77,104,69,94,97,94,101,97,,,,,,,733
8126,SPRING ROAD COMMUNITY KINDERGARTEN (INC),1A SPRING ROAD,KALAMUNDA,WA,6076,1A SPRING ROAD,KALAMUNDA,WA,6076,-31.97174951,116.0611541,08 9293 3292,SOUTH METROPOLITAN,Community Kindergartens,COMMUNITY KINDERGARTENS,KIN,KIN,18,,,,,,,,,,,,,,18
5557,SPRINGFIELD PRIMARY SCHOOL,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,31 BRIDGEWATER DRIVE,KALLAROO,WA,6025,-31.79256944,115.7501819,08 9407 3000,NORTH METROPOLITAN,Primary Schools,PRIMARY SCHOOLS,KIN,Y06,25,45,31,42,34,18,28,22,,,,,,,245
1410,ST ANDREW'S CATHOLIC PRIMARY SCHOOL,60 VICTORSEN PARADE,CLARKSON,WA,6030,60 VICTORSEN PARADE,CLARKSON,WA,6030,-31.68720765,115.7218604,08 6206 4100,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,57,57,31,52,48,42,55,48,,,,,,,390
1374,ST ANDREW'S GRAMMAR,2 HELLENIC DRIVE,DIANELLA,WA,6059,2 HELLENIC DRIVE,DIANELLA,WA,6059,-31.87118268,115.8741054,08 9303 3840,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y12,45,36,47,40,47,61,53,50,81,61,69,65,62,34,751
1078,ST ANNE'S SCHOOL,27 YOUNG STREET,HARVEY,WA,6220,27 YOUNG STREET,HARVEY,WA,6220,-33.08300334,115.8913206,08 9782 3300,SOUTH WEST,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,19,24,25,29,19,27,15,22,,,,,,,180
1116,ST ANTHONY'S SCHOOL,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,96 INNAMINCKA ROAD,GREENMOUNT,WA,6056,-31.89553184,116.0438926,08 9294 5500,NORTH METROPOLITAN,NON-GOVT SCHOOLS,NON-GOVERNMENT,KIN,Y06,71,60,56,57,61,57,52,44,,,,,,,458
